x,y,color
45,206,0
44,205,0
42,204,0
41,204,0
41,203,0
40,202,0
40,201,0
39,200,0
37,199,0
36,197,0
35,196,0
33,193,0
31,191,0
30,191,0
30,189,0
30,188,0
29,188,0
29,187,0
29,186,0
28,186,0
28,185,0
28,184,0
28,183,0
28,182,0
27,182,0
26,182,0
26,180,0
26,178,0
26,177,0
26,175,0
26,174,0
26,173,0
25,172,0
25,171,0
25,170,0
25,168,0
25,165,0
25,163,0
25,160,0
24,158,0
24,156,0
24,154,0
24,153,0
24,152,0
24,151,0
24,149,0
24,145,0
24,143,0
24,140,0
24,139,0
24,137,0
24,136,0
24,134,0
24,132,0
24,131,0
25,130,0
25,128,0
26,126,0
27,125,0
27,123,0
28,119,0
29,114,0
30,112,0
32,109,0
32,106,0
33,103,0
36,99,0
37,95,0
38,95,0
38,92,0
38,91,0
39,89,0
40,87,0
43,85,0
43,84,0
43,83,0
44,80,0
46,79,0
47,78,0
48,76,0
48,74,0
49,72,0
50,70,0
53,67,0
54,66,0
55,66,0
56,65,0
56,64,0
57,64,0
65,56,0
66,56,0
68,56,0
69,55,0
70,54,0
71,54,0
72,52,0
74,52,0
76,51,0
76,50,0
77,49,0
79,48,0
80,48,0
82,47,0
85,46,0
87,45,0
89,44,0
90,44,0
91,43,0
92,43,0
93,43,0
94,42,0
95,42,0
96,42,0
98,41,0
99,41,0
100,41,0
101,41,0
102,40,0
104,40,0
109,39,0
114,39,0
119,36,0
120,36,0
122,36,0
123,35,0
124,35,0
126,35,0
131,35,0
135,34,0
139,34,0
140,34,0
141,34,0
143,34,0
151,34,0
153,34,0
155,34,0
157,34,0
159,34,0
161,34,0
164,34,0
167,34,0
169,34,0
173,34,0
174,34,0
175,34,0
176,34,0
177,34,0
179,34,0
181,34,0
182,34,0
183,34,0
184,34,0
186,34,0
187,34,0
188,34,0
190,35,0
191,35,0
192,35,0
193,35,0
193,36,0
194,36,0
195,36,0
197,37,0
199,37,0
201,38,0
202,39,0
203,39,0
204,40,0
205,40,0
208,41,0
210,43,0
212,44,0
213,44,0
214,45,0
215,45,0
216,45,0
217,46,0
219,46,0
219,47,0
220,48,0
222,49,0
223,50,0
224,51,0
225,51,0
226,51,0
229,53,0
229,54,0
230,55,0
233,55,0
234,55,0
236,57,0
238,57,0
240,58,0
241,59,0
243,60,0
245,62,0
247,62,0
248,64,0
250,65,0
253,68,0
254,69,0
255,69,0
256,69,0
256,70,0
257,70,0
261,76,0
264,77,0
264,78,0
265,78,0
265,79,0
