x,y,color
95,52,2
100,52,2
105,52,2
110,52,2
117,52,2
122,52,2
128,52,2
131,52,2
134,52,2
136,52,2
137,52,2
138,52,2
139,52,2
143,52,2
147,52,2
149,52,2
152,52,2
154,52,2
92,51,2
96,51,2
98,51,2
102,51,2
106,51,2
109,51,2
111,51,2
115,51,2
118,51,2
120,51,2
122,51,2
124,51,2
125,51,2
127,51,2
129,51,2
130,51,2
131,51,2
132,51,2
133,51,2
135,51,2
138,51,2
140,51,2
142,50,2
143,50,2
144,50,2
145,50,2
146,50,2
147,50,2
149,49,2
152,48,2
154,48,2
156,48,2
157,48,2
160,48,2
162,48,2
164,48,2
167,48,2
171,48,2
176,48,2
180,48,2
182,48,2
183,48,2
184,48,2
186,48,2
187,48,2
188,48,2
189,48,2
190,48,2
188,48,2
186,48,2
183,48,2
179,49,2
176,49,2
174,49,2
168,50,2
163,51,2
159,51,2
155,52,2
152,53,2
149,53,2
147,53,2
146,53,2
144,53,2
142,54,2
140,55,2
139,55,2
137,55,2
136,55,2
135,55,2
134,55,2
131,55,2
127,55,2
122,55,2
117,55,2
113,55,2
111,55,2
108,55,2
106,54,2
105,54,2
109,54,2
113,53,2
117,52,2
122,52,2
126,52,2
131,51,2
136,50,2
141,50,2
150,49,2
154,48,2
157,48,2
161,48,2
163,48,2
164,48,2
166,48,2
167,48,2
168,48,2
169,48,2
170,48,2
173,48,2
177,48,2
179,48,2
182,48,2
184,48,2
186,48,2
187,48,2
188,48,2
189,48,2
191,48,2
194,48,2
197,48,2
199,48,2
202,48,2
205,48,2
206,48,2
207,48,2
240,12,2
239,14,2
238,16,2
237,18,2
235,21,2
233,23,2
233,25,2
232,26,2
230,28,2
229,30,2
228,31,2
227,32,2
226,33,2
226,34,2
225,35,2
225,36,2
224,36,2
223,37,2
223,38,2
222,39,2
221,40,2
221,41,2
221,42,2
221,43,2
221,44,2
221,45,2
221,46,2
221,47,2
220,48,2
219,48,2
219,49,2
219,50,2
219,51,2
219,52,2
219,53,2
219,54,2
219,56,2
219,57,2
218,58,2
218,59,2
218,60,2
218,61,2
218,62,2
218,64,2
218,65,2
218,66,2
218,68,2
218,69,2
218,71,2
218,72,2
218,73,2
218,75,2
218,77,2
218,78,2
218,80,2
218,83,2
218,84,2
218,86,2
218,88,2
218,90,2
218,91,2
218,93,2
218,95,2
218,96,2
218,98,2
218,99,2
218,101,2
218,103,2
218,104,2
218,106,2
218,107,2
218,109,2
218,111,2
218,112,2
218,114,2
218,115,2
218,117,2
218,119,2
218,121,2
218,122,2
218,123,2
218,125,2
218,126,2
218,128,2
218,129,2
218,131,2
218,132,2
218,134,2
218,136,2
218,137,2
218,139,2
218,140,2
218,141,2
218,142,2
218,143,2
218,145,2
218,147,2
218,148,2
218,149,2
218,150,2
218,151,2
218,152,2
218,153,2
218,154,2
218,155,2
218,157,2
218,158,2
218,159,2
218,160,2
218,161,2
218,162,2
218,163,2
218,164,2
218,165,2
218,166,2
218,167,2
218,168,2
218,170,2
218,171,2
218,172,2
218,173,2
218,174,2
217,176,2
216,176,2
216,177,2
215,179,2
215,180,2
215,182,2
214,183,2
213,184,2
213,185,2
212,185,2
212,186,2
212,187,2
211,188,2
210,189,2
210,190,2
209,191,2
209,192,2
209,193,2
208,194,2
207,195,2
207,196,2
206,196,2
205,197,2
205,198,2
204,199,2
203,200,2
203,201,2
202,202,2
202,203,2
202,204,2
201,205,2
200,206,2
199,208,2
199,209,2
198,209,2
197,210,2
197,211,2
197,213,2
196,215,2
196,217,2
196,218,2
195,218,2
194,218,2
194,219,2
194,220,2
194,221,2
194,223,2
194,224,2
194,226,2
194,227,2
193,229,2
193,231,2
193,232,2
193,234,2
193,235,2
193,237,2
193,239,2
193,240,2
193,242,2
193,243,2
193,244,2
193,245,2
193,246,2
193,247,2
193,248,2
193,249,2
193,250,2
192,250,2
191,251,2
191,252,2
191,253,2
191,255,2
191,256,2
191,257,2
191,258,2
191,260,2
191,261,2
191,262,2
191,263,2
191,264,2
