x,y,color
81,86,3
81,87,3
81,88,3
81,89,3
81,90,3
81,91,3
81,92,3
81,93,3
81,94,3
81,95,3
81,96,3
81,97,3
81,98,3
81,99,3
81,100,3
81,101,3
80,102,3
80,103,3
80,104,3
80,105,3
120,139,1
119,138,1
118,138,1
117,138,1
115,138,1
114,138,1
112,138,1
111,138,1
109,138,1
105,138,1
102,138,1
99,138,1
96,139,1
92,139,1
90,140,1
88,140,1
86,141,1
85,142,1
84,143,1
83,143,1
82,143,1
81,144,1
80,144,1
80,145,1
79,145,1
78,145,1
77,146,1
76,146,1
75,147,1
74,147,1
74,148,1
74,149,1
74,150,1
74,151,1
74,152,1
75,153,1
76,154,1
77,154,1
77,155,1
78,155,1
79,156,1
80,157,1
81,158,1
82,158,1
83,159,1
84,159,1
85,160,1
86,161,1
87,161,1
88,162,1
89,162,1
90,163,1
92,163,1
93,163,1
94,164,1
95,164,1
96,164,1
97,165,1
98,165,1
99,165,1
99,166,1
100,166,1
102,167,1
104,168,1
106,169,1
108,169,1
110,170,1
112,170,1
113,170,1
115,171,1
116,171,1
117,172,1
87,155,1
89,155,1
92,155,1
95,155,1
99,155,1
104,155,1
107,155,1
110,155,1
112,155,1
113,155,1
114,155,1
115,155,1
116,156,1
117,156,1
118,156,1
120,157,1
122,157,1
123,157,1
124,158,1
125,158,1
126,158,1
158,83,3
158,84,3
158,85,3
158,86,3
158,87,3
158,88,3
158,89,3
158,90,3
158,91,3
158,92,3
158,93,3
158,94,3
158,95,3
158,96,3
158,97,3
158,98,3
158,99,3
158,100,3
158,101,3
158,102,3
158,103,3
158,104,3
158,105,3
158,106,3
158,107,3
158,108,3
158,109,3
158,110,3
158,111,3
158,112,3
73,62,3
73,61,3
74,60,3
75,59,3
76,58,3
77,57,3
78,56,3
79,56,3
81,55,3
82,53,3
85,50,3
87,49,3
89,48,3
92,46,3
94,45,3
96,44,3
99,43,3
101,42,3
103,41,3
105,41,3
106,41,3
107,41,3
108,40,3
109,40,3
110,40,3
111,40,3
112,40,3
114,40,3
116,40,3
118,40,3
120,40,3
122,40,3
123,40,3
124,40,3
125,40,3
126,40,3
127,40,3
128,40,3
129,40,3
131,40,3
132,40,3
134,40,3
136,40,3
138,40,3
139,40,3
141,40,3
143,41,3
