x,y,color
66,248,3
65,247,3
65,246,3
64,245,3
63,245,3
62,245,3
62,244,3
61,243,3
60,242,3
59,241,3
59,240,3
59,239,3
58,239,3
57,238,3
57,237,3
56,236,3
55,236,3
55,235,3
54,234,3
54,233,3
53,233,3
53,232,3
53,231,3
53,230,3
52,229,3
52,228,3
51,227,3
50,226,3
49,225,3
49,223,3
48,222,3
48,221,3
47,221,3
47,220,3
46,219,3
46,218,3
45,217,3
44,216,3
44,215,3
43,215,3
43,214,3
43,213,3
42,213,3
42,212,3
42,211,3
42,210,3
41,209,3
41,208,3
40,207,3
40,206,3
39,205,3
39,203,3
38,201,3
38,200,3
37,198,3
37,197,3
37,196,3
37,194,3
36,193,3
36,192,3
36,191,3
36,190,3
36,189,3
36,188,3
35,187,3
35,186,3
35,185,3
35,184,3
35,183,3
35,181,3
35,180,3
35,179,3
35,177,3
35,176,3
35,175,3
35,174,3
35,173,3
35,171,3
35,170,3
35,169,3
35,167,3
35,166,3
35,165,3
35,164,3
35,163,3
35,161,3
35,160,3
35,159,3
35,158,3
36,157,3
36,155,3
36,154,3
36,153,3
37,152,3
37,151,3
38,149,3
38,148,3
38,147,3
39,146,3
39,145,3
40,145,3
40,144,3
40,143,3
40,141,3
41,141,3
41,140,3
42,139,3
42,138,3
43,137,3
44,135,3
45,134,3
46,132,3
47,131,3
49,129,3
49,128,3
50,126,3
51,126,3
52,125,3
52,124,3
53,123,3
54,122,3
55,122,3
55,121,3
56,119,3
57,118,3
58,116,3
59,115,3
60,114,3
61,114,3
62,113,3
62,112,3
63,111,3
64,110,3
65,110,3
66,109,3
67,108,3
68,108,3
68,107,3
69,107,3
71,106,3
72,105,3
73,104,3
75,103,3
76,102,3
77,101,3
78,100,3
80,100,3
81,100,3
82,99,3
84,99,3
85,98,3
86,98,3
87,97,3
88,97,3
89,97,3
90,97,3
91,96,3
92,95,3
93,95,3
94,94,3
95,94,3
96,94,3
97,94,3
98,94,3
100,93,3
101,93,3
103,93,3
104,93,3
105,92,3
106,92,3
107,92,3
108,91,3
109,91,3
110,91,3
111,91,3
111,90,3
112,90,3
113,90,3
114,90,3
115,89,3
116,89,3
117,89,3
118,89,3
119,88,3
120,88,3
122,87,3
124,87,3
125,87,3
125,86,3
127,86,3
128,86,3
129,86,3
130,86,3
131,86,3
132,86,3
133,86,3
134,86,3
135,86,3
136,86,3
137,86,3
138,86,3
139,86,3
140,86,3
141,85,3
143,85,3
144,85,3
145,85,3
146,85,3
148,85,3
149,85,3
151,85,3
152,85,3
153,85,3
154,85,3
156,85,3
157,85,3
158,85,3
159,85,3
160,85,3
161,85,3
163,86,3
165,87,3
166,87,3
168,87,3
170,88,3
172,88,3
174,90,3
176,91,3
178,91,3
180,91,3
181,91,3
182,91,3
185,92,3
187,93,3
188,93,3
189,94,3
190,94,3
191,95,3
192,96,3
192,97,3
194,98,3
195,99,3
197,99,3
198,100,3
200,101,3
201,102,3
202,103,3
203,104,3
204,105,3
205,105,3
205,106,3
206,106,3
207,107,3
208,109,3
210,110,3
210,111,3
211,111,3
211,112,3
212,113,3
213,114,3
213,115,3
214,115,3
215,115,3
215,117,3
216,118,3
217,119,3
217,120,3
218,122,3
219,122,3
220,123,3
221,125,3
221,126,3
222,127,3
222,128,3
223,129,3
224,129,3
224,130,3
224,131,3
224,132,3
224,133,3
225,134,3
225,135,3
226,137,3
226,138,3
226,139,3
227,140,3
227,142,3
227,143,3
228,143,3
