x,y,color
98,51,0
97,51,0
96,51,0
95,52,0
94,52,0
93,53,0
92,53,0
91,53,0
90,53,0
90,54,0
89,54,0
88,54,0
88,55,0
87,55,0
86,55,0
86,56,0
85,56,0
85,57,0
84,57,0
83,58,0
82,58,0
81,58,0
80,59,0
79,59,0
79,60,0
78,60,0
78,61,0
77,61,0
77,62,0
76,62,0
75,62,0
75,63,0
74,63,0
74,64,0
73,64,0
67,63,3
66,63,3
65,63,3
64,63,3
63,63,3
62,63,3
61,63,3
60,63,3
59,63,3
58,63,3
57,63,3
56,63,3
56,64,3
55,64,3
55,65,3
54,65,3
54,66,3
54,67,3
53,67,3
53,68,3
53,69,3
52,69,3
52,70,3
51,70,3
51,71,3
51,72,3
51,73,3
50,74,3
50,75,3
50,76,3
50,77,3
50,78,3
50,79,3
50,80,3
50,81,3
50,82,3
50,83,3
50,84,3
50,85,3
50,86,3
50,87,3
50,88,3
50,89,3
50,90,3
50,91,3
50,92,3
50,93,3
50,94,3
50,95,3
50,96,3
50,97,3
50,98,3
51,98,3
51,99,3
52,99,3
52,100,3
53,100,3
53,101,3
53,102,3
54,103,3
55,103,3
55,104,3
56,105,3
56,106,3
57,106,3
57,107,3
58,107,3
58,108,3
59,108,3
60,109,3
60,110,3
61,111,3
62,111,3
62,112,3
64,113,3
65,114,3
66,114,3
67,115,3
67,116,3
68,116,3
69,117,3
70,117,3
70,118,3
70,119,3
71,119,3
72,120,3
73,121,3
73,122,3
74,122,3
74,123,3
75,123,3
75,124,3
76,124,3
76,125,3
77,125,3
77,126,3
77,127,3
78,127,3
78,128,3
79,128,3
79,129,3
79,130,3
80,131,3
81,132,3
81,133,3
82,133,3
82,134,3
83,134,3
83,135,3
83,136,3
84,136,3
84,137,3
84,138,3
84,139,3
85,139,3
85,140,3
85,141,3
85,142,3
85,143,3
85,144,3
86,145,3
86,146,3
87,147,3
87,148,3
87,149,3
87,150,3
87,151,3
88,151,3
88,152,3
88,153,3
88,154,3
89,154,3
89,155,3
89,156,3
90,157,3
90,158,3
91,159,3
91,160,3
91,161,3
91,162,3
91,163,3
91,164,3
92,164,3
92,165,3
92,166,3
93,167,3
93,168,3
93,169,3
93,170,3
94,170,3
94,171,3
94,172,3
109,51,3
109,52,3
109,53,3
109,54,3
109,55,3
109,56,3
109,57,3
108,57,3
108,58,3
108,59,3
107,59,3
107,60,3
107,61,3
107,62,3
107,63,3
107,64,3
107,65,3
106,66,3
106,67,3
106,68,3
106,69,3
105,69,3
105,70,3
105,71,3
105,72,3
105,73,3
104,73,3
104,74,3
104,75,3
104,76,3
113,80,3
114,80,3
115,80,3
116,80,3
117,80,3
118,80,3
118,79,3
127,82,3
127,81,3
128,81,3
129,81,3
130,80,3
131,80,3
132,80,3
133,80,3
133,79,3
134,79,3
135,79,3
136,79,3
136,78,3
137,78,3
138,78,3
139,78,3
140,77,3
141,77,3
146,69,3
146,68,3
147,68,3
147,67,3
147,66,3
147,65,3
147,64,3
148,64,3
148,63,3
148,62,3
149,62,3
149,61,3
155,63,3
156,62,3
156,61,3
157,61,3
157,60,3
158,60,3
158,59,3
159,59,3
159,58,3
159,57,3
159,56,3
163,53,3
164,53,3
164,52,3
165,52,3
165,51,3
166,51,3
167,50,3
168,50,3
177,44,3
178,44,3
179,44,3
180,44,3
181,44,3
182,44,3
195,47,3
196,47,3
197,48,3
198,48,3
199,48,3
199,49,3
200,49,3
200,50,3
200,51,3
201,51,3
201,52,3
202,52,3
202,53,3
203,53,3
204,53,3
204,60,3
200,67,3
201,67,3
201,68,3
201,69,3
203,75,3
204,75,3
204,76,3
204,77,3
205,77,3
205,78,3
206,78,3
207,78,3
208,78,3
208,79,3
209,79,3
223,81,3
224,81,3
225,81,3
226,81,3
227,81,3
228,81,3
229,81,3
229,83,3
229,84,3
230,84,3
230,85,3
230,86,3
230,87,3
230,88,3
230,89,3
231,97,3
230,97,3
227,98,3
226,98,3
225,98,3
224,98,3
223,98,3
222,98,3
222,99,3
221,99,3
220,99,3
220,101,3
219,101,3
219,102,3
218,102,3
218,103,3
212,79,3
213,79,3
210,107,3
210,108,3
210,109,3
210,110,3
210,111,3
210,112,3
210,113,3
210,114,3
210,115,3
210,116,3
210,117,3
210,118,3
210,119,3
211,119,3
211,120,3
212,120,3
212,121,3
213,121,3
213,122,3
216,139,3
216,140,3
216,141,3
216,142,3
215,146,3
215,147,3
