x,y,color
49,50,0
49,51,0
49,53,0
49,55,0
48,58,0
48,60,0
47,65,0
46,67,0
44,70,0
44,73,0
43,75,0
43,77,0
43,79,0
43,80,0
43,83,0
43,84,0
43,86,0
43,89,0
44,92,0
46,96,0
47,99,0
50,100,0
51,101,0
51,102,0
52,102,0
53,103,0
55,103,0
56,103,0
57,105,0
59,106,0
64,106,0
68,106,0
74,106,0
82,106,0
86,106,0
90,106,0
93,105,0
98,104,0
100,104,0
103,103,0
103,102,0
104,100,0
105,98,0
107,93,0
108,89,0
110,85,0
111,80,0
111,74,0
113,70,0
113,66,0
113,61,0
113,57,0
112,53,0
111,48,0
108,45,0
106,43,0
105,40,0
104,39,0
103,38,0
101,35,0
99,34,0
96,31,0
91,28,0
89,27,0
86,25,0
85,25,0
84,27,0
84,28,0
83,29,0
83,30,0
80,31,0
79,34,0
77,37,0
76,38,0
76,39,0
75,39,0
75,40,0
74,41,0
73,44,0
187,44,0
186,44,0
185,44,0
184,44,0
183,44,0
182,44,0
180,44,0
179,44,0
179,45,0
178,48,0
175,50,0
175,53,0
171,58,0
169,60,0
166,67,0
165,69,0
160,78,0
158,81,0
157,87,0
157,89,0
155,94,0
155,95,0
155,96,0
155,97,0
155,98,0
155,100,0
155,101,0
155,102,0
156,103,0
158,105,0
159,107,0
160,109,0
163,112,0
164,115,0
165,116,0
167,117,0
168,118,0
172,121,0
174,122,0
176,122,0
178,123,0
186,123,0
190,123,0
193,123,0
197,123,0
201,123,0
206,123,0
210,121,0
217,118,0
219,117,0
220,116,0
223,113,0
224,112,0
225,111,0
228,108,0
229,106,0
232,101,0
233,100,0
236,96,0
239,92,0
242,85,0
244,82,0
244,80,0
245,74,0
245,72,0
245,70,0
245,69,0
243,66,0
242,64,0
239,61,0
237,59,0
232,56,0
230,56,0
227,55,0
224,54,0
223,54,0
219,52,0
215,52,0
214,52,0
210,51,0
207,51,0
203,51,0
200,50,0
199,50,0
198,50,0
197,50,0
196,50,0
193,50,0
192,50,0
190,49,0
188,49,0
187,49,0
59,111,3
58,116,3
57,118,3
57,123,3
55,129,3
55,133,3
55,139,3
55,143,3
54,149,3
54,154,3
54,158,3
54,162,3
54,163,3
54,167,3
54,168,3
54,169,3
54,172,3
54,173,3
54,174,3
54,175,3
55,176,3
55,178,3
55,179,3
55,180,3
55,181,3
55,183,3
55,185,3
56,187,3
56,188,3
56,191,3
56,192,3
56,193,3
56,194,3
56,195,3
57,196,3
58,197,3
62,199,3
65,199,3
71,200,3
75,200,3
78,200,3
79,200,3
81,200,3
84,200,3
85,200,3
89,200,3
92,199,3
94,199,3
99,197,3
100,196,3
101,195,3
102,194,3
102,193,3
102,191,3
102,190,3
102,188,3
102,185,3
102,181,3
102,175,3
102,169,3
102,161,3
102,155,3
102,152,3
102,146,3
102,140,3
102,136,3
102,133,3
102,129,3
102,128,3
102,124,3
102,123,3
102,119,3
102,116,3
102,114,3
102,113,3
102,110,3
102,109,3
102,108,3
102,107,3
102,106,3
102,105,3
102,103,3
186,120,3
186,121,3
186,123,3
186,124,3
186,127,3
186,128,3
186,130,3
186,134,3
186,137,3
186,141,3
186,147,3
186,152,3
186,154,3
186,162,3
186,167,3
186,169,3
186,172,3
186,180,3
186,182,3
186,186,3
186,192,3
184,203,3
184,207,3
184,210,3
184,212,3
184,215,3
184,217,3
184,218,3
186,218,3
187,218,3
188,218,3
191,218,3
193,215,3
196,213,3
199,210,3
202,207,3
205,204,3
208,199,3
209,197,3
210,196,3
211,194,3
211,193,3
211,192,3
213,191,3
213,190,3
214,185,3
214,183,3
214,181,3
214,178,3
214,177,3
214,175,3
215,174,3
215,171,3
215,167,3
215,164,3
217,158,3
217,157,3
217,152,3
218,144,3
218,138,3
218,137,3
220,133,3
220,128,3
220,126,3
220,125,3
220,124,3
220,122,3
220,121,3
220,120,3
220,119,3
220,118,3
220,117,3
220,116,3
220,114,3
65,114,1
63,114,1
61,115,1
60,115,1
59,116,1
58,116,1
58,117,1
57,117,1
57,118,1
56,118,1
56,120,1
55,120,1
55,121,1
53,121,1
53,122,1
51,123,1
51,124,1
50,125,1
49,125,1
46,128,1
45,129,1
43,129,1
41,130,1
40,131,1
39,132,1
37,134,1
36,135,1
34,136,1
33,136,1
32,137,1
31,138,1
31,139,1
30,141,1
29,142,1
28,143,1
28,144,1
26,144,1
26,145,1
25,146,1
24,149,1
23,150,1
22,151,1
21,152,1
21,153,1
19,154,1
19,156,1
18,157,1
18,158,1
18,159,1
18,160,1
18,161,1
20,162,1
20,165,1
21,166,1
22,168,1
23,170,1
24,170,1
25,171,1
27,171,1
28,171,1
30,171,1
33,171,1
35,170,1
38,169,1
39,166,1
41,165,1
42,163,1
45,160,1
46,155,1
47,154,1
47,153,1
48,152,1
48,151,1
50,151,1
50,150,1
50,149,1
50,147,1
108,141,1
109,143,1
111,145,1
112,149,1
114,152,1
115,155,1
116,158,1
117,159,1
119,161,1
120,162,1
121,164,1
122,164,1
125,165,1
126,166,1
127,167,1
128,167,1
129,167,1
130,167,1
131,168,1
133,168,1
134,168,1
135,168,1
136,168,1
137,168,1
137,167,1
137,166,1
138,163,1
138,162,1
138,160,1
138,157,1
138,156,1
138,151,1
138,148,1
137,145,1
133,139,1
132,136,1
131,135,1
128,130,1
127,129,1
126,129,1
126,128,1
125,128,1
124,128,1
121,126,1
120,126,1
119,126,1
178,150,1
176,148,1
171,148,1
170,147,1
168,147,1
165,147,1
164,146,1
162,146,1
159,146,1
158,145,1
155,145,1
154,145,1
153,145,1
152,145,1
150,145,1
148,146,1
147,147,1
146,148,1
145,150,1
144,150,1
143,151,1
142,152,1
140,153,1
140,154,1
139,155,1
