x,y,color
76,45,0
75,45,0
74,45,0
73,45,0
71,45,0
70,45,0
68,46,0
67,46,0
64,48,0
63,49,0
63,50,0
62,50,0
61,54,0
59,55,0
59,57,0
58,58,0
58,61,0
57,64,0
56,66,0
56,69,0
54,72,0
53,74,0
53,77,0
52,78,0
52,80,0
52,83,0
51,84,0
51,87,0
51,89,0
51,92,0
51,96,0
52,99,0
54,102,0
55,104,0
57,109,0
58,111,0
61,114,0
62,115,0
63,118,0
64,119,0
67,122,0
70,124,0
72,126,0
74,127,0
76,128,0
77,129,0
80,131,0
84,131,0
87,132,0
91,132,0
97,133,0
100,133,0
108,133,0
110,133,0
120,133,0
123,133,0
131,131,0
132,130,0
138,129,0
139,128,0
140,125,0
141,124,0
143,122,0
143,119,0
144,118,0
144,114,0
145,111,0
145,109,0
147,104,0
148,102,0
148,99,0
148,95,0
149,92,0
149,90,0
149,88,0
149,83,0
149,80,0
148,79,0
148,77,0
145,74,0
144,71,0
142,70,0
140,68,0
139,66,0
136,65,0
131,59,0
128,56,0
124,53,0
120,51,0
117,49,0
112,46,0
108,43,0
101,39,0
100,39,0
99,39,0
98,39,0
97,39,0
96,39,0
95,39,0
93,39,0
92,39,0
91,39,0
98,129,1
98,131,1
98,134,1
98,135,1
98,137,1
98,139,1
98,140,1
98,141,1
98,142,1
98,144,1
98,145,1
98,147,1
98,148,1
98,149,1
98,152,1
98,153,1
98,155,1
97,157,1
97,160,1
97,162,1
97,164,1
97,166,1
97,168,1
96,170,1
96,173,1
96,174,1
96,175,1
96,177,1
96,180,1
96,181,1
96,182,1
96,183,1
96,184,1
96,186,1
96,187,1
96,188,1
96,189,1
96,190,1
96,191,1
96,194,1
96,195,1
96,196,1
96,197,1
96,198,1
95,199,1
95,201,1
95,202,1
95,203,1
95,204,1
95,205,1
95,206,1
95,207,1
95,209,1
95,210,1
95,211,1
95,212,1
95,213,1
95,214,1
96,215,1
100,215,1
105,217,1
117,218,1
121,220,1
125,220,1
132,221,1
136,221,1
140,221,1
144,221,1
149,221,1
153,221,1
159,221,1
163,223,1
169,223,1
177,223,1
183,223,1
189,223,1
194,223,1
198,223,1
204,223,1
210,223,1
216,223,1
222,223,1
230,223,1
234,222,1
242,222,1
248,222,1
252,222,1
253,222,1
256,222,1
256,221,1
257,216,1
259,213,1
260,211,1
263,202,1
265,198,1
266,193,1
266,191,1
268,186,1
269,180,1
269,176,1
271,173,1
272,169,1
272,166,1
272,165,1
272,163,1
273,163,1
273,162,1
273,160,1
273,158,1
275,155,1
275,154,1
275,153,1
275,152,1
275,151,1
275,150,1
274,148,1
274,147,1
273,146,1
272,146,1
272,145,1
271,145,1
270,145,1
266,144,1
265,144,1
262,142,1
260,142,1
254,141,1
251,141,1
249,141,1
246,141,1
243,141,1
239,139,1
236,139,1
229,139,1
224,139,1
220,139,1
216,139,1
210,139,1
204,139,1
199,139,1
195,139,1
189,140,1
173,140,1
167,140,1
161,140,1
155,140,1
147,140,1
141,140,1
135,140,1
131,140,1
127,140,1
122,140,1
120,140,1
115,140,1
114,140,1
113,138,1
112,138,1
111,138,1
110,138,1
108,138,1
107,138,1
44,66,2
42,66,2
41,66,2
40,66,2
39,66,2
38,66,2
37,66,2
36,66,2
34,66,2
33,66,2
32,66,2
32,68,2
31,68,2
30,68,2
29,69,2
28,69,2
28,70,2
26,70,2
25,70,2
24,71,2
23,71,2
23,72,2
22,72,2
21,73,2
21,74,2
23,76,2
25,77,2
26,78,2
27,78,2
28,79,2
29,80,2
30,80,2
31,81,2
33,81,2
33,83,2
34,83,2
34,84,2
35,84,2
37,85,2
38,85,2
40,86,2
41,86,2
42,87,2
43,87,2
44,87,2
44,88,2
45,88,2
46,88,2
101,217,3
101,221,3
99,224,3
98,226,3
97,229,3
95,233,3
94,236,3
92,239,3
91,242,3
90,244,3
90,247,3
89,248,3
89,250,3
89,252,3
89,253,3
89,254,3
89,255,3
89,257,3
87,257,3
85,258,3
82,258,3
80,258,3
77,260,3
74,260,3
70,260,3
69,260,3
67,260,3
66,260,3
64,260,3
63,260,3
65,261,3
67,262,3
69,262,3
72,262,3
77,262,3
78,262,3
80,262,3
82,262,3
84,261,3
84,260,3
85,260,3
86,260,3
86,261,3
86,262,3
86,263,3
86,266,3
86,267,3
86,268,3
86,269,3
86,270,3
86,271,3
86,273,3
86,274,3
86,276,3
86,277,3
86,280,3
86,277,3
86,275,3
87,272,3
88,269,3
89,266,3
91,262,3
92,259,3
92,257,3
93,256,3
93,254,3
93,253,3
93,252,3
94,252,3
95,252,3
97,252,3
98,253,3
99,256,3
100,257,3
101,260,3
101,261,3
103,262,3
104,264,3
104,266,3
105,267,3
108,271,3
109,272,3
109,273,3
111,275,3
111,277,3
159,226,3
159,227,3
159,233,3
159,235,3
159,238,3
159,241,3
157,245,3
157,248,3
157,250,3
157,253,3
157,254,3
157,256,3
157,257,3
157,260,3
157,262,3
157,263,3
157,265,3
158,267,3
158,268,3
158,269,3
158,271,3
158,272,3
158,273,3
158,274,3
157,274,3
155,274,3
154,274,3
153,274,3
152,274,3
151,274,3
149,274,3
148,275,3
147,276,3
146,277,3
146,279,3
145,279,3
145,280,3
146,280,3
148,278,3
151,276,3
152,276,3
153,275,3
154,275,3
154,274,3
156,274,3
157,274,3
159,272,3
160,272,3
163,271,3
164,271,3
165,271,3
165,274,3
165,275,3
165,277,3
165,280,3
164,281,3
164,283,3
162,286,3
162,287,3
161,288,3
161,290,3
161,291,3
161,292,3
161,293,3
160,293,3
159,293,3
159,290,3
159,286,3
159,285,3
159,283,3
162,278,3
162,275,3
163,274,3
164,272,3
164,269,3
166,268,3
167,268,3
168,268,3
169,269,3
170,269,3
170,271,3
171,271,3
171,272,3
172,273,3
175,275,3
175,277,3
177,278,3
179,280,3
180,280,3
180,279,3
181,276,3
216,230,3
216,232,3
216,233,3
216,234,3
216,236,3
216,239,3
216,243,3
216,244,3
215,250,3
214,252,3
214,257,3
214,259,3
214,265,3
214,268,3
214,269,3
214,273,3
214,274,3
214,276,3
214,279,3
214,281,3
214,282,3
214,286,3
214,287,3
214,288,3
214,289,3
214,291,3
214,292,3
213,292,3
213,290,3
212,289,3
212,288,3
211,288,3
210,289,3
208,291,3
207,292,3
207,293,3
206,293,3
206,294,3
206,295,3
205,295,3
205,296,3
204,296,3
204,297,3
203,297,3
203,296,3
207,293,3
210,291,3
211,288,3
214,285,3
214,284,3
215,281,3
216,281,3
217,281,3
219,283,3
219,284,3
220,288,3
220,289,3
220,292,3
220,293,3
221,297,3
221,298,3
221,300,3
221,301,3
221,302,3
221,301,3
221,298,3
221,296,3
221,295,3
223,292,3
223,289,3
224,287,3
225,286,3
227,282,3
227,281,3
228,279,3
229,279,3
230,280,3
230,281,3
231,281,3
231,282,3
232,282,3
233,282,3
264,221,3
264,222,3
264,223,3
264,224,3
264,229,3
263,232,3
263,234,3
262,237,3
262,245,3
262,248,3
261,250,3
261,253,3
261,256,3
261,262,3
261,264,3
261,267,3
261,268,3
261,270,3
261,271,3
260,271,3
258,274,3
257,277,3
256,280,3
255,281,3
255,282,3
255,283,3
254,283,3
254,285,3
252,285,3
252,284,3
252,283,3
254,281,3
255,278,3
255,275,3
257,273,3
258,272,3
259,269,3
260,268,3
263,265,3
263,264,3
264,264,3
265,264,3
266,264,3
266,267,3
266,268,3
266,270,3
266,272,3
266,275,3
266,278,3
266,282,3
266,283,3
266,284,3
266,286,3
266,287,3
266,288,3
266,289,3
266,290,3
266,291,3
266,292,3
267,292,3
267,290,3
269,285,3
270,282,3
275,275,3
276,273,3
276,270,3
277,267,3
277,266,3
278,266,3
278,265,3
280,265,3
280,266,3
281,266,3
281,267,3
282,267,3
284,268,3
285,270,3
285,271,3
286,271,3
90,66,3
89,66,3
88,66,3
86,69,3
85,69,3
84,70,3
83,72,3
82,75,3
80,76,3
80,77,3
80,78,3
80,79,3
80,81,3
81,82,3
81,83,3
82,85,3
83,86,3
84,87,3
85,89,3
86,89,3
87,90,3
88,90,3
88,88,3
88,87,3
90,86,3
90,85,3
90,84,3
90,81,3
90,80,3
90,79,3
90,78,3
131,93,1
131,96,1
131,97,1
130,100,1
129,101,1
128,102,1
126,103,1
124,104,1
123,104,1
122,105,1
119,105,1
116,107,1
115,108,1
114,108,1
113,109,1
116,108,1
118,106,1
125,105,1
127,102,1
129,101,1
131,98,1
134,97,1
134,96,1
135,96,1
135,97,1
134,98,1
133,99,1
131,99,1
131,100,1
274,141,2
274,140,2
274,139,2
276,138,2
276,137,2
277,137,2
278,135,2
278,134,2
279,134,2
279,133,2
280,133,2
281,133,2
282,133,2
284,133,2
285,133,2
286,133,2
287,133,2
288,133,2
289,133,2
289,134,2
289,136,2
289,137,2
290,137,2
290,138,2
290,139,2
290,141,2
290,143,2
290,144,2
290,145,2
290,146,2
290,147,2
290,148,2
290,149,2
290,150,2
290,152,2
289,152,2
288,153,2
286,153,2
284,153,2
283,153,2
282,154,2
281,154,2
280,154,2
279,154,2
278,154,2
