x,y,color
3,229,0
5,229,0
6,229,0
8,229,0
10,229,0
12,229,0
14,229,0
16,231,0
18,231,0
20,231,0
22,231,0
24,231,0
26,231,0
28,231,0
30,231,0
32,231,0
34,231,0
35,231,0
38,233,0
39,233,0
41,233,0
43,233,0
45,233,0
47,233,0
49,233,0
51,233,0
53,233,0
55,233,0
57,233,0
59,233,0
61,233,0
61,235,0
63,235,0
64,235,0
64,237,0
66,237,0
68,237,0
70,237,0
72,237,0
74,237,0
76,237,0
78,237,0
80,237,0
82,237,0
84,237,0
86,237,0
86,236,0
87,236,0
89,236,0
91,236,0
93,236,0
95,236,0
97,236,0
99,236,0
101,236,0
103,236,0
105,236,0
107,236,0
109,236,0
111,236,0
112,236,0
114,236,0
116,236,0
118,236,0
120,236,0
122,236,0
124,236,0
126,236,0
128,236,0
130,236,0
132,236,0
134,236,0
135,236,0
135,234,0
137,234,0
139,234,0
141,234,0
143,234,0
145,234,0
147,234,0
149,234,0
151,234,0
153,234,0
155,234,0
157,234,0
159,234,0
160,234,0
162,232,0
164,232,0
166,232,0
168,232,0
168,230,0
170,230,0
172,230,0
174,230,0
176,230,0
178,230,0
180,230,0
182,230,0
183,230,0
185,230,0
187,230,0
189,230,0
191,230,0
193,230,0
195,230,0
197,230,0
199,230,0
201,230,0
203,230,0
205,230,0
207,230,0
208,230,0
210,230,0
212,230,0
214,230,0
216,230,0
218,230,0
220,230,0
222,230,0
224,230,0
226,230,0
228,230,0
230,230,0
231,230,0
231,231,0
233,231,0
235,231,0
237,231,0
239,231,0
241,231,0
243,231,0
245,231,0
247,231,0
249,231,0
251,231,0
251,233,0
253,233,0
255,233,0
256,233,0
258,233,0
260,233,0
262,233,0
264,233,0
266,233,0
268,233,0
270,233,0
272,233,0
274,233,0
276,233,0
278,233,0
279,233,0
281,233,0
283,233,0
285,233,0
285,232,0
287,232,0
289,232,0
291,232,0
293,232,0
295,232,0
297,232,0
299,230,0
301,230,0
302,230,0
304,230,0
3,276,0
5,276,0
7,276,0
9,276,0
9,275,0
11,275,0
13,275,0
13,273,0
15,273,0
17,273,0
19,273,0
21,273,0
21,271,0
23,271,0
25,271,0
26,271,0
28,271,0
30,271,0
32,271,0
34,271,0
36,271,0
38,269,0
40,269,0
42,269,0
44,269,0
46,269,0
48,269,0
50,269,0
52,269,0
54,269,0
55,269,0
57,269,0
57,267,0
59,267,0
61,267,0
61,268,0
63,268,0
65,268,0
67,268,0
67,270,0
69,270,0
69,269,0
71,269,0
73,269,0
75,269,0
77,269,0
78,269,0
78,270,0
80,270,0
80,272,0
82,272,0
84,272,0
86,272,0
88,272,0
90,272,0
92,272,0
94,272,0
94,274,0
96,274,0
96,276,0
98,276,0
100,276,0
102,276,0
103,276,0
105,276,0
107,276,0
107,275,0
109,276,0
111,276,0
111,278,0
113,278,0
115,278,0
117,278,0
119,278,0
121,278,0
123,278,0
125,278,0
127,278,0
129,278,0
131,278,0
132,278,0
132,280,0
134,280,0
136,280,0
138,280,0
140,280,0
142,280,0
144,280,0
146,280,0
148,280,0
150,280,0
152,280,0
154,280,0
155,280,0
157,280,0
159,280,0
161,280,0
163,280,0
165,280,0
167,280,0
169,280,0
171,280,0
173,280,0
175,280,0
177,280,0
177,279,0
179,279,0
180,279,0
182,279,0
184,279,0
186,279,0
188,279,0
190,279,0
192,279,0
194,279,0
196,279,0
198,279,0
200,279,0
202,279,0
202,277,0
203,277,0
203,275,0
207,275,0
209,275,0
211,275,0
213,275,0
213,276,0
215,276,0
217,276,0
219,276,0
219,275,0
221,275,0
221,273,0
223,273,0
225,273,0
225,274,0
227,274,0
228,274,0
228,276,0
230,276,0
232,276,0
234,276,0
236,276,0
238,276,0
240,276,0
242,276,0
244,276,0
246,276,0
248,276,0
250,276,0
251,276,0
253,276,0
253,275,0
255,275,0
257,275,0
259,275,0
261,275,0
263,275,0
265,275,0
267,275,0
267,273,0
269,273,0
271,273,0
273,273,0
275,273,0
276,273,0
278,273,0
280,273,0
282,273,0
284,273,0
286,273,0
288,273,0
290,273,0
290,271,0
292,271,0
294,271,0
294,270,0
296,270,0
298,270,0
299,270,0
301,270,0
303,270,0
305,270,0
305,268,0
307,268,0
307,266,0
309,266,0
34,204,2
34,202,2
34,200,2
34,198,2
32,198,2
32,197,2
30,197,2
30,195,2
28,195,2
28,193,2
28,191,2
26,191,2
26,189,2
26,187,2
24,187,2
24,185,2
22,185,2
22,183,2
22,181,2
22,179,2
20,179,2
20,177,2
19,177,2
19,175,2
19,173,2
17,173,2
17,172,2
17,170,2
17,168,2
17,166,2
17,164,2
17,162,2
17,160,2
17,158,2
15,158,2
15,156,2
15,154,2
15,152,2
15,150,2
15,149,2
15,147,2
15,145,2
15,143,2
15,141,2
15,139,2
15,137,2
15,135,2
15,133,2
16,133,2
16,134,2
18,134,2
19,134,2
21,134,2
23,134,2
25,134,2
27,134,2
27,136,2
29,136,2
31,136,2
33,136,2
33,138,2
33,140,2
33,142,2
35,142,2
35,144,2
35,146,2
37,146,2
37,148,2
39,148,2
39,149,2
41,149,2
41,151,2
41,153,2
42,153,2
42,155,2
44,155,2
44,157,2
44,159,2
46,159,2
46,161,2
48,163,2
50,163,2
50,165,2
50,164,2
50,162,2
52,162,2
54,160,2
54,158,2
56,158,2
56,156,2
56,154,2
58,154,2
58,152,2
58,150,2
58,149,2
60,146,2
60,144,2
60,143,2
62,143,2
62,141,2
64,141,2
64,139,2
64,137,2
64,135,2
66,135,2
66,133,2
66,131,2
66,129,2
68,129,2
68,127,2
70,127,2
70,125,2
70,123,2
72,123,2
72,121,2
74,119,2
74,117,2
74,115,2
76,113,2
76,111,2
76,109,2
78,109,2
78,108,2
80,108,2
80,106,2
82,106,2
82,107,2
82,108,2
84,108,2
84,110,2
84,112,2
84,114,2
84,116,2
84,118,2
86,118,2
86,120,2
88,120,2
90,120,2
90,122,2
90,124,2
92,124,2
92,126,2
92,128,2
94,130,2
94,132,2
94,134,2
94,136,2
96,136,2
96,138,2
96,139,2
98,142,2
98,143,2
98,145,2
98,147,2
98,149,2
98,151,2
98,153,2
100,155,2
100,157,2
100,159,2
102,159,2
102,161,2
104,161,2
104,163,2
104,165,2
106,165,2
106,167,2
106,169,2
108,171,2
110,171,2
110,173,2
110,175,2
110,177,2
112,177,2
112,178,2
112,180,2
112,182,2
114,182,2
114,184,2
116,186,2
116,188,2
118,188,2
118,190,2
120,190,2
120,189,2
121,189,2
121,187,2
124,185,2
124,183,2
125,183,2
125,181,2
127,181,2
127,179,2
129,179,2
129,178,2
131,178,2
133,178,2
133,176,2
133,174,2
135,174,2
137,174,2
137,172,2
139,170,2
141,170,2
141,168,2
143,168,2
145,168,2
145,166,2
147,166,2
149,164,2
151,164,2
153,164,2
155,164,2
155,162,2
157,162,2
157,160,2
159,160,2
159,158,2
160,158,2
160,156,2
162,156,2
162,154,2
164,154,2
164,152,2
166,152,2
168,152,2
170,152,2
172,152,2
172,150,2
174,150,2
176,150,2
178,150,2
178,148,2
178,146,2
180,146,2
182,146,2
184,146,2
185,146,2
187,146,2
189,146,2
188,146,2
188,147,2
188,149,2
186,149,2
186,151,2
186,153,2
185,153,2
185,155,2
185,157,2
183,157,2
183,159,2
181,159,2
181,161,2
181,163,2
179,163,2
179,165,2
179,167,2
177,167,2
177,168,2
177,170,2
175,170,2
175,172,2
175,174,2
173,176,2
173,178,2
171,178,2
171,180,2
171,182,2
169,182,2
167,184,2
167,186,2
167,188,2
165,188,2
165,190,2
163,192,2
163,194,2
161,194,2
159,194,2
159,196,2
157,196,2
157,198,2
157,200,2
155,200,2
155,202,2
153,202,2
153,204,2
153,206,2
151,206,2
151,207,2
149,207,2
149,209,2
147,209,2
145,209,2
145,211,2
145,213,2
144,213,2
144,215,2
142,215,2
142,217,2
140,217,2
149,60,2
149,62,2
156,66,2
158,72,2
160,74,2
162,74,2
166,78,2
168,78,2
168,80,2
170,80,2
170,82,2
172,82,2
174,84,2
174,86,2
176,88,2
176,90,2
178,90,2
180,92,2
180,94,2
182,94,2
184,96,2
186,96,2
186,98,2
190,98,2
190,100,2
190,102,2
190,105,2
192,108,2
194,110,2
194,112,2
194,114,2
196,114,2
198,114,2
198,116,2
200,116,2
202,116,2
204,116,2
204,117,2
206,117,2
206,119,2
207,121,2
207,123,2
209,123,2
209,125,2
209,127,2
209,129,2
209,131,2
209,133,2
209,135,2
211,135,2
213,135,2
213,137,2
143,46,2
145,46,2
147,46,2
147,47,2
149,47,2
151,47,2
153,47,2
155,47,2
157,47,2
157,49,2
159,49,2
159,51,2
161,51,2
161,53,2
163,53,2
165,53,2
166,53,2
168,53,2
170,53,2
172,53,2
172,55,2
174,55,2
174,56,2
176,56,2
178,56,2
180,56,2
180,58,2
182,58,2
184,58,2
186,58,2
188,58,2
190,60,2
192,60,2
194,60,2
194,62,2
195,62,2
197,62,2
197,64,2
199,64,2
201,64,2
203,64,2
203,66,2
205,68,2
207,68,2
207,70,2
207,72,2
209,72,2
209,71,2
211,69,2
213,67,2
215,65,2
215,63,2
217,63,2
217,61,2
217,59,2
219,57,2
221,55,2
221,53,2
221,51,2
223,51,2
223,49,2
223,47,2
223,45,2
223,43,2
225,43,2
225,41,2
225,39,2
227,39,2
227,38,2
227,36,2
229,36,2
229,34,2
231,32,2
231,30,2
231,28,2
231,26,2
231,24,2
233,24,2
233,22,2
235,22,2
235,20,2
235,18,2
235,16,2
237,16,2
237,14,2
237,12,2
239,12,2
239,13,2
241,17,2
241,19,2
243,19,2
243,23,2
243,25,2
243,27,2
245,29,2
245,31,2
245,33,2
247,33,2
247,35,2
247,37,2
249,39,2
249,41,2
249,43,2
