x,y,color
32,263,3
33,263,3
34,263,3
35,263,3
36,263,3
37,263,3
38,263,3
38,262,3
39,262,3
40,262,3
41,262,3
42,262,3
43,262,3
44,262,3
45,262,3
46,262,3
47,262,3
48,262,3
49,262,3
50,262,3
51,262,3
52,262,3
53,262,3
54,262,3
55,261,3
56,261,3
57,261,3
58,261,3
59,261,3
61,261,3
62,261,3
63,261,3
64,261,3
65,261,3
66,261,3
67,261,3
68,261,3
69,261,3
71,260,3
72,260,3
75,260,3
76,260,3
77,260,3
78,260,3
79,260,3
80,260,3
81,260,3
82,260,3
83,260,3
85,260,3
86,260,3
87,260,3
88,260,3
89,260,3
90,260,3
91,260,3
92,260,3
93,260,3
94,260,3
95,260,3
96,260,3
97,260,3
98,260,3
99,260,3
100,260,3
101,260,3
102,260,3
103,260,3
104,260,3
105,260,3
106,260,3
107,260,3
109,260,3
110,259,3
112,259,3
113,259,3
114,259,3
115,259,3
116,259,3
117,259,3
118,259,3
119,259,3
120,259,3
121,259,3
122,259,3
123,259,3
124,259,3
125,259,3
126,259,3
129,259,3
130,259,3
131,259,3
132,259,3
133,259,3
134,259,3
135,259,3
136,259,3
137,259,3
138,259,3
139,259,3
140,259,3
141,259,3
142,259,3
143,259,3
144,259,3
145,259,3
146,259,3
147,259,3
148,259,3
149,259,3
150,259,3
151,259,3
152,259,3
152,258,3
153,258,3
154,258,3
155,258,3
156,258,3
157,258,3
158,258,3
159,258,3
160,258,3
161,258,3
162,258,3
163,258,3
164,258,3
165,258,3
166,258,3
167,258,3
168,258,3
169,258,3
170,258,3
171,258,3
172,258,3
173,258,3
174,258,3
175,258,3
176,258,3
177,258,3
178,258,3
179,258,3
180,258,3
181,258,3
182,258,3
183,258,3
184,258,3
185,258,3
186,258,3
187,258,3
188,258,3
189,258,3
190,258,3
191,258,3
192,258,3
193,258,3
194,258,3
195,258,3
196,258,3
197,258,3
198,258,3
199,258,3
200,258,3
201,258,3
202,258,3
203,258,3
204,258,3
205,258,3
206,258,3
207,258,3
208,258,3
209,258,3
210,258,3
211,258,3
212,258,3
213,258,3
214,258,3
215,258,3
216,258,3
217,258,3
218,258,3
219,258,3
220,258,3
221,258,3
222,258,3
223,258,3
224,258,3
225,258,3
226,258,3
227,258,3
228,258,3
229,258,3
230,258,3
231,258,3
232,258,3
233,258,3
234,258,3
235,258,3
236,258,3
237,258,3
237,259,3
238,259,3
239,259,3
240,259,3
241,259,3
241,260,3
242,260,3
243,260,3
244,260,3
244,261,3
245,261,3
246,261,3
30,256,3
30,255,3
31,255,3
31,254,3
32,254,3
32,253,3
32,252,3
33,251,3
33,250,3
34,250,3
35,249,3
35,248,3
35,247,3
35,246,3
36,246,3
36,245,3
37,245,3
37,244,3
37,243,3
38,243,3
38,242,3
39,241,3
39,240,3
40,240,3
40,239,3
40,238,3
41,238,3
42,237,3
42,236,3
42,235,3
43,235,3
44,234,3
45,233,3
45,232,3
46,232,3
46,231,3
47,230,3
47,229,3
47,228,3
48,228,3
48,227,3
49,227,3
49,226,3
50,226,3
50,225,3
50,224,3
50,223,3
51,223,3
51,222,3
52,221,3
52,220,3
52,219,3
53,219,3
53,218,3
54,217,3
54,216,3
54,215,3
54,214,3
55,213,3
56,213,3
56,212,3
56,211,3
