x,y,color
127,72,0
127,73,0
127,86,0
128,86,0
128,87,0
129,87,0
130,87,0
131,87,0
132,87,0
140,86,0
141,86,0
142,85,0
142,84,0
143,83,0
144,83,0
144,82,0
145,82,0
146,81,0
147,80,0
148,79,0
149,77,0
150,77,0
150,76,0
151,75,0
152,74,0
153,73,0
153,72,0
154,72,0
154,71,0
155,70,0
155,69,0
155,68,0
155,67,0
155,66,0
155,65,0
155,64,0
155,63,0
155,62,0
155,61,0
154,61,0
154,60,0
153,60,0
153,59,0
152,59,0
151,58,0
150,57,0
149,57,0
148,56,0
147,56,0
147,55,0
146,55,0
146,54,0
145,54,0
144,53,0
144,52,0
143,52,0
143,51,0
142,51,0
141,50,0
140,50,0
140,49,0
139,49,0
138,49,0
138,48,0
137,48,0
136,48,0
136,47,0
135,47,0
134,47,0
133,47,0
132,47,0
131,47,0
130,47,0
129,47,0
128,47,0
126,47,0
125,47,0
124,47,0
123,47,0
122,47,0
121,48,0
120,48,0
120,49,0
119,49,0
118,50,0
118,51,0
117,51,0
116,51,0
116,52,0
115,52,0
114,53,0
114,54,0
114,55,0
114,56,0
113,56,0
113,57,0
113,58,0
113,59,0
113,60,0
113,61,0
113,62,0
112,62,0
112,63,0
112,64,0
112,65,0
112,66,0
111,67,0
111,68,0
111,69,0
110,69,0
110,70,0
110,71,0
110,72,0
109,72,0
109,73,0
109,74,0
108,74,0
108,75,0
108,76,0
108,77,0
108,78,0
108,79,0
108,80,0
108,81,0
108,82,0
108,83,0
108,84,0
108,85,0
108,86,0
108,87,0
108,88,0
108,89,0
108,90,0
108,91,0
108,92,0
108,93,0
109,94,0
109,95,0
110,96,0
111,97,0
112,98,0
113,98,0
113,99,0
113,100,0
114,101,0
115,101,0
115,102,0
116,102,0
117,102,0
117,103,0
118,103,0
119,103,0
121,104,0
122,104,0
123,104,0
125,104,0
126,105,0
127,105,0
128,105,0
129,105,0
130,105,0
132,105,0
133,105,0
134,105,0
136,105,0
137,105,0
138,105,0
139,105,0
140,105,0
141,105,0
143,103,0
144,103,0
146,102,0
147,102,0
149,101,0
150,101,0
151,100,0
153,100,0
153,99,0
154,99,0
154,98,0
155,98,0
156,98,0
156,97,0
157,97,0
157,96,0
157,95,0
158,95,0
158,94,0
159,93,0
160,92,0
161,91,0
161,90,0
162,90,0
163,89,0
163,88,0
163,87,0
164,86,0
165,85,0
165,84,0
166,83,0
166,82,0
166,81,0
166,80,0
167,79,0
167,77,0
168,76,0
168,75,0
168,73,0
168,72,0
168,71,0
168,70,0
168,69,0
168,68,0
168,67,0
168,66,0
168,65,0
168,64,0
168,63,0
168,62,0
128,75,0
127,75,0
127,76,0
126,76,0
126,77,0
126,78,0
126,79,0
126,80,0
126,81,0
125,81,0
125,82,0
151,17,0
151,18,0
151,19,0
151,20,0
151,21,0
151,22,0
151,23,0
151,24,0
151,25,0
189,34,0
188,34,0
187,34,0
187,35,0
186,35,0
186,36,0
185,36,0
185,37,0
185,38,0
184,38,0
184,39,0
183,39,0
183,40,0
182,40,0
181,41,0
181,42,0
180,42,0
180,43,0
103,48,0
104,48,0
90,39,0
91,39,0
92,39,0
92,40,0
94,44,0
94,45,0
95,45,0
76,93,0
77,93,0
79,93,0
80,92,0
81,92,0
82,92,0
83,91,0
87,90,0
88,90,0
89,90,0
90,90,0
92,90,0
92,91,0
108,114,0
108,115,0
107,116,0
103,120,0
100,125,0
100,126,0
99,127,0
123,12,0
123,13,0
123,14,0
123,17,0
123,18,0
123,19,0
123,20,0
125,27,0
125,28,0
125,29,0
125,30,0
153,120,0
154,120,0
154,121,0
154,122,0
155,122,0
155,123,0
155,124,0
156,124,0
156,125,0
157,128,0
158,129,0
158,130,0
183,98,0
184,98,0
185,98,0
186,98,0
193,100,0
194,100,0
195,100,0
199,103,0
200,103,0
219,149,3
218,149,3
218,150,3
217,150,3
216,150,3
215,151,3
214,151,3
212,151,3
212,152,3
211,152,3
210,153,3
209,153,3
205,156,3
204,157,3
203,158,3
203,159,3
202,159,3
191,160,3
190,160,3
189,161,3
188,161,3
187,161,3
186,161,3
184,161,3
183,161,3
180,161,3
179,161,3
177,161,3
176,161,3
175,161,3
175,162,3
174,162,3
174,163,3
173,164,3
173,165,3
172,166,3
171,166,3
171,167,3
171,168,3
170,168,3
170,169,3
170,170,3
170,176,3
170,177,3
170,181,3
170,182,3
170,183,3
171,183,3
173,184,3
174,184,3
175,184,3
176,185,3
177,185,3
181,186,3
182,186,3
183,186,3
184,186,3
185,186,3
186,186,3
187,186,3
188,186,3
189,186,3
190,186,3
191,186,3
192,186,3
193,186,3
194,186,3
194,185,3
195,185,3
196,185,3
202,185,3
203,185,3
204,185,3
205,185,3
205,184,3
222,183,3
223,184,3
224,184,3
225,184,3
226,184,3
227,184,3
228,184,3
231,187,3
232,187,3
232,188,3
233,189,3
234,189,3
235,189,3
236,189,3
237,189,3
238,189,3
239,189,3
240,189,3
241,189,3
242,189,3
243,189,3
244,189,3
246,189,3
247,189,3
248,189,3
248,188,3
249,188,3
249,187,3
250,187,3
250,186,3
252,185,3
253,184,3
254,183,3
256,182,3
258,179,3
258,178,3
258,177,3
258,176,3
258,168,3
258,167,3
258,165,3
254,155,3
253,154,3
246,146,3
245,146,3
244,146,3
243,146,3
242,145,3
241,145,3
240,145,3
239,145,3
235,144,3
234,144,3
233,144,3
232,144,3
231,144,3
230,144,3
226,146,3
225,146,3
214,182,3
215,182,3
216,182,3
217,182,3
218,182,3
219,182,3
51,160,3
36,166,3
34,170,3
34,171,3
34,172,3
34,173,3
33,173,3
33,174,3
33,175,3
33,176,3
33,177,3
33,178,3
35,182,3
35,183,3
35,184,3
35,185,3
35,186,3
36,186,3
36,187,3
38,188,3
39,189,3
40,189,3
40,190,3
40,191,3
43,191,3
45,191,3
46,191,3
48,192,3
54,193,3
55,193,3
56,193,3
57,193,3
59,193,3
61,193,3
62,193,3
64,193,3
70,192,3
72,192,3
77,193,3
78,194,3
78,195,3
79,195,3
80,195,3
82,195,3
83,195,3
84,195,3
85,195,3
87,195,3
88,195,3
89,195,3
90,195,3
91,195,3
92,195,3
93,195,3
94,195,3
96,195,3
97,195,3
99,195,3
101,195,3
102,195,3
103,195,3
104,195,3
106,194,3
107,194,3
107,193,3
109,187,3
109,186,3
109,185,3
109,184,3
109,182,3
109,181,3
109,180,3
109,179,3
109,178,3
109,177,3
109,176,3
109,174,3
109,173,3
105,157,3
104,157,3
98,152,3
97,152,3
96,152,3
91,151,3
90,151,3
89,151,3
83,150,3
82,150,3
81,150,3
80,150,3
79,150,3
71,149,3
70,149,3
69,149,3
68,149,3
67,149,3
66,149,3
65,149,3
63,149,3
62,149,3
61,149,3
57,149,3
56,149,3
55,150,3
54,150,3
53,150,3
52,151,3
51,151,3
49,153,3
48,154,3
47,154,3
47,155,3
46,156,3
45,157,3
45,158,3
44,159,3
44,161,3
43,161,3
113,159,3
108,163,3
108,164,3
108,165,3
108,166,3
59,270,2
65,270,2
66,270,2
67,270,2
68,270,2
83,270,2
79,270,2
78,270,2
85,270,2
89,270,2
91,270,2
92,270,2
93,270,2
94,270,2
99,270,2
100,270,2
101,270,2
104,270,2
105,270,2
106,270,2
107,270,2
108,270,2
109,270,2
110,271,2
111,271,2
112,271,2
112,272,2
113,272,2
114,272,2
119,272,2
120,272,2
124,272,2
125,272,2
127,264,2
127,263,2
127,259,2
127,258,2
127,257,2
127,251,2
126,247,2
125,247,2
125,246,2
125,245,2
124,244,2
124,243,2
124,242,2
123,242,2
123,241,2
123,240,2
119,240,2
118,241,2
117,241,2
117,242,2
116,242,2
116,243,2
115,244,2
115,245,2
114,245,2
114,246,2
113,246,2
113,247,2
113,248,2
112,249,2
111,250,2
111,251,2
109,250,2
109,249,2
108,249,2
108,248,2
107,248,2
103,239,2
103,238,2
103,236,2
101,227,2
100,226,2
100,225,2
100,224,2
99,223,2
97,220,2
96,220,2
95,220,2
94,220,2
94,221,2
93,221,2
92,221,2
91,222,2
91,223,2
90,223,2
90,224,2
90,225,2
89,225,2
89,226,2
89,227,2
89,228,2
89,229,2
89,230,2
89,231,2
89,232,2
89,233,2
89,234,2
89,235,2
89,236,2
89,237,2
89,238,2
89,239,2
88,244,2
88,245,2
88,246,2
88,247,2
88,248,2
85,246,2
84,246,2
84,245,2
83,244,2
83,243,2
82,242,2
82,241,2
81,240,2
80,239,2
77,234,2
77,232,2
76,231,2
70,227,2
69,229,2
68,230,2
67,231,2
67,232,2
66,234,2
65,235,2
65,236,2
64,237,2
64,238,2
63,238,2
63,239,2
62,240,2
62,241,2
62,242,2
62,243,2
62,244,2
61,244,2
61,245,2
60,246,2
60,247,2
56,257,2
56,258,2
55,259,2
55,261,2
55,262,2
55,263,2
54,263,2
54,264,2
54,265,2
54,266,2
54,267,2
53,267,2
53,268,2
53,270,2
52,271,2
194,278,2
195,278,2
196,278,2
198,278,2
199,279,2
200,279,2
201,279,2
202,279,2
203,279,2
204,279,2
205,280,2
206,280,2
207,281,2
208,281,2
208,282,2
209,282,2
210,283,2
213,283,2
214,283,2
216,283,2
234,284,2
235,284,2
236,284,2
246,284,2
247,284,2
248,284,2
249,284,2
221,286,2
222,286,2
223,286,2
225,285,2
226,285,2
227,284,2
228,284,2
233,283,2
234,283,2
238,283,2
240,282,2
242,282,2
245,281,2
249,281,2
253,280,2
255,280,2
258,280,2
260,280,2
262,280,2
263,280,2
264,280,2
265,280,2
270,280,2
271,280,2
272,280,2
273,280,2
275,273,2
275,272,2
275,271,2
275,270,2
275,269,2
275,268,2
275,266,2
275,265,2
275,264,2
273,255,2
271,245,2
264,250,2
263,251,2
263,252,2
263,253,2
263,255,2
262,256,2
262,257,2
261,257,2
261,258,2
258,253,2
258,252,2
258,251,2
258,250,2
257,248,2
256,246,2
256,245,2
255,244,2
254,243,2
254,242,2
245,219,2
244,224,2
244,227,2
244,232,2
244,234,2
244,236,2
244,237,2
244,238,2
244,239,2
243,240,2
243,241,2
242,242,2
241,243,2
240,244,2
240,245,2
239,246,2
238,246,2
238,247,2
237,247,2
237,248,2
236,249,2
236,250,2
235,250,2
234,250,2
234,249,2
233,248,2
233,247,2
232,247,2
232,246,2
232,245,2
232,244,2
231,243,2
231,242,2
230,241,2
229,240,2
229,239,2
229,238,2
228,238,2
228,237,2
227,236,2
223,227,2
222,227,2
221,227,2
221,228,2
220,229,2
220,230,2
219,230,2
219,231,2
219,232,2
219,233,2
219,234,2
219,235,2
219,236,2
219,237,2
219,238,2
219,239,2
219,240,2
219,241,2
219,242,2
219,243,2
219,244,2
219,251,2
219,252,2
219,253,2
218,253,2
217,252,2
216,251,2
215,249,2
214,249,2
213,248,2
213,247,2
213,246,2
212,245,2
211,244,2
210,243,2
210,242,2
209,242,2
209,241,2
208,241,2
208,240,2
207,239,2
207,238,2
202,231,2
200,230,2
199,228,2
192,222,2
192,223,2
192,224,2
192,225,2
192,227,2
192,228,2
192,229,2
192,230,2
192,231,2
192,232,2
192,233,2
192,234,2
192,236,2
192,237,2
192,238,2
192,239,2
192,240,2
192,253,2
192,254,2
192,255,2
192,256,2
192,257,2
192,258,2
192,259,2
192,260,2
192,261,2
192,262,2
193,262,2
193,263,2
193,264,2
193,265,2
193,266,2
187,238,2
187,239,2
187,240,2
187,241,2
187,242,2
187,243,2
187,244,2
187,245,2
187,246,2
187,247,2
187,248,2
187,249,2
187,250,2
191,259,2
191,260,2
191,261,2
191,262,2
191,263,2
191,264,2
191,265,2
191,266,2
191,267,2
191,268,2
191,269,2
191,270,2
