x,y,color
73,64,0
73,65,0
73,66,0
72,66,0
60,76,0
60,77,0
60,78,0
59,78,0
59,79,0
59,80,0
58,80,0
58,81,0
63,71,0
63,70,0
63,69,0
63,68,0
63,67,0
64,67,0
40,93,0
41,93,0
43,93,0
44,93,0
45,93,0
46,93,0
47,93,0
48,93,0
50,93,0
52,93,0
75,92,0
74,92,0
73,92,0
72,92,0
71,91,0
53,75,0
53,76,0
53,77,0
53,78,0
53,79,0
52,79,0
52,80,0
52,81,0
51,81,0
51,82,0
45,84,0
45,85,0
44,85,0
44,86,0
43,86,0
42,86,0
36,89,0
36,90,0
36,91,0
35,91,0
35,92,0
34,92,0
27,96,0
26,96,0
25,97,0
24,97,0
23,97,0
22,97,0
21,97,0
20,97,0
19,97,0
18,97,0
16,99,0
17,99,0
18,99,0
19,99,0
20,99,0
20,100,0
21,100,0
37,104,0
37,105,0
38,105,0
38,106,0
38,107,0
39,108,0
39,109,0
40,109,0
40,110,0
41,110,0
41,111,0
41,112,0
49,113,0
50,114,0
51,114,0
52,114,0
53,114,0
54,115,0
55,115,0
56,115,0
57,115,0
58,115,0
59,115,0
60,115,0
69,116,0
70,116,0
82,119,0
82,120,0
83,120,0
83,121,0
89,52,3
89,51,3
91,49,3
91,48,3
91,47,3
92,47,3
92,46,3
93,46,3
93,45,3
94,45,3
95,44,3
96,43,3
103,39,3
104,39,3
132,36,3
133,36,3
134,36,3
135,36,3
136,36,3
137,36,3
138,36,3
142,36,3
142,37,3
143,37,3
143,38,3
144,38,3
145,38,3
145,39,3
146,39,3
147,39,3
147,40,3
148,40,3
148,41,3
149,41,3
149,42,3
150,43,3
150,44,3
151,44,3
151,45,3
152,46,3
152,47,3
153,48,3
154,49,3
155,50,3
155,51,3
155,52,3
156,52,3
156,53,3
157,54,3
158,54,3
158,55,3
160,60,3
161,60,3
161,61,3
161,62,3
161,63,3
161,64,3
161,65,3
162,65,3
162,66,3
162,67,3
162,68,3
162,69,3
162,70,3
162,71,3
162,72,3
162,73,3
162,74,3
162,75,3
162,76,3
162,77,3
162,78,3
162,79,3
162,80,3
162,81,3
162,82,3
162,83,3
162,84,3
162,87,3
162,88,3
162,89,3
162,90,3
162,91,3
162,92,3
161,92,3
161,93,3
161,94,3
161,95,3
148,106,3
147,106,3
146,106,3
146,107,3
145,107,3
145,108,3
144,108,3
144,109,3
144,110,3
144,111,3
143,111,3
143,112,3
142,112,3
141,112,3
141,113,3
145,118,3
145,119,3
145,120,3
146,120,3
146,121,3
147,121,3
147,122,3
147,123,3
148,123,3
148,124,3
149,124,3
149,125,3
149,126,3
150,127,3
151,128,3
151,129,3
152,129,3
153,129,3
153,130,3
154,130,3
160,135,3
161,135,3
162,135,3
170,137,3
170,138,3
171,138,3
172,138,3
172,139,3
173,139,3
174,140,3
175,140,3
176,140,3
177,141,3
178,141,3
179,141,3
180,141,3
181,141,3
181,142,3
182,142,3
183,142,3
184,142,3
184,143,3
185,143,3
186,143,3
186,144,3
187,144,3
188,144,3
189,145,3
190,145,3
191,145,3
192,145,3
192,146,3
193,146,3
194,146,3
194,147,3
195,147,3
196,147,3
197,147,3
198,147,3
199,147,3
200,147,3
201,147,3
202,147,3
203,147,3
204,147,3
205,147,3
206,147,3
206,148,3
207,148,3
208,148,3
209,148,3
210,148,3
211,148,3
212,148,3
213,148,3
216,149,3
217,149,3
218,149,3
219,149,3
220,149,3
233,149,3
234,149,3
235,149,3
236,149,3
241,149,3
242,149,3
243,149,3
244,149,3
245,149,3
246,149,3
247,149,3
248,149,3
260,149,3
261,149,3
266,143,1
267,143,1
268,143,1
269,143,1
270,143,1
271,143,1
272,143,1
273,143,1
286,144,1
287,144,1
288,144,1
289,144,1
290,144,1
291,144,1
292,144,1
293,144,1
294,144,1
295,144,1
296,144,1
297,144,1
166,48,1
166,49,1
166,50,1
166,51,1
166,52,1
166,64,1
165,73,1
165,74,1
165,75,1
165,80,1
164,80,1
164,81,1
164,82,1
164,83,1
164,84,1
164,85,1
163,86,1
162,90,1
161,90,1
161,91,1
161,92,1
160,92,1
160,93,1
160,94,1
159,94,1
159,95,1
154,101,1
156,45,1
94,128,1
95,128,1
101,134,1
101,135,1
101,136,1
101,137,1
101,138,1
101,139,1
101,140,1
101,141,1
101,142,1
101,143,1
101,144,1
101,145,1
101,151,1
101,152,1
100,156,1
100,157,1
95,163,1
94,163,1
90,166,1
89,166,1
88,166,1
87,166,1
87,167,1
86,167,1
85,167,1
84,167,1
84,168,1
83,168,1
83,169,1
82,169,1
81,169,1
80,169,1
79,169,1
78,169,1
77,170,1
76,170,1
64,174,1
66,189,1
66,190,1
66,191,1
66,192,1
68,194,1
68,205,1
68,206,1
68,207,1
68,208,1
68,209,1
68,210,1
69,211,1
69,212,1
69,213,1
69,214,1
70,214,1
70,215,1
70,216,1
70,217,1
71,218,1
71,219,1
71,220,1
71,221,1
71,222,1
71,223,1
72,234,1
72,235,1
72,236,1
72,237,1
72,238,1
72,239,1
72,240,1
72,241,1
70,247,1
70,246,2
69,246,2
69,247,2
68,247,2
68,248,2
67,248,2
66,249,2
65,249,2
64,249,2
63,249,2
63,250,2
62,250,2
61,250,2
60,250,2
59,250,2
58,250,2
57,250,2
56,250,2
56,251,2
55,251,2
54,252,2
43,254,2
41,255,2
78,251,2
78,252,2
78,253,2
78,254,2
78,255,2
78,256,2
78,257,2
78,258,2
77,258,2
77,259,2
77,260,2
77,261,2
77,262,2
76,263,2
76,264,2
76,265,2
76,266,2
76,267,2
76,268,2
76,269,2
76,270,2
76,271,2
76,272,2
82,237,2
83,237,2
83,238,2
84,239,2
85,240,2
85,241,2
86,241,2
87,243,2
88,244,2
90,245,2
90,246,2
91,246,2
92,246,2
93,247,2
94,248,2
95,248,2
96,250,2
97,251,2
98,251,2
106,148,2
106,174,2
107,174,2
107,175,2
108,175,2
109,176,2
110,176,2
110,177,2
111,177,2
112,177,2
113,178,2
114,178,2
115,178,2
115,179,2
116,179,2
117,180,2
118,181,2
119,181,2
126,189,2
126,190,2
127,191,2
128,192,2
128,193,2
129,193,2
129,194,2
129,195,2
130,195,2
130,196,2
130,197,2
131,197,2
132,198,2
133,199,2
134,199,2
134,200,2
135,200,2
136,200,2
136,201,2
137,201,2
138,201,2
138,202,2
139,202,2
140,203,2
141,203,2
142,204,2
143,204,2
144,205,2
145,205,2
146,205,2
146,206,2
147,206,2
148,206,2
149,206,2
150,206,2
173,212,2
174,212,2
175,212,2
176,212,2
177,212,2
178,212,2
179,213,2
180,213,2
181,213,2
182,213,2
183,213,2
189,213,2
189,214,2
165,204,2
164,204,2
164,205,2
164,206,2
163,206,2
163,207,2
162,207,2
161,208,2
161,209,2
160,209,2
159,209,2
159,210,2
186,213,2
187,213,2
187,214,2
188,214,2
189,214,2
190,214,2
191,214,2
192,214,2
192,215,2
193,215,2
194,215,2
193,207,3
193,208,3
194,208,3
195,208,3
196,209,3
197,209,3
198,209,3
199,210,3
200,210,3
202,210,3
217,210,3
218,210,3
219,210,3
220,210,3
221,210,3
222,210,3
223,210,3
224,210,3
225,210,3
226,209,3
227,209,3
228,209,3
229,209,3
230,209,3
231,209,3
232,209,3
233,209,3
233,208,3
234,208,3
251,204,3
252,204,3
253,204,3
254,204,3
254,203,3
255,203,3
256,203,3
257,203,3
258,203,3
259,203,3
260,203,3
261,203,3
268,202,3
269,202,3
270,202,3
271,202,3
272,202,3
295,153,3
294,153,3
294,154,3
294,155,3
293,155,3
293,156,3
293,157,3
292,157,3
292,158,3
291,158,3
288,161,3
287,161,3
287,162,3
287,163,3
287,164,3
286,164,3
281,166,3
281,167,3
281,168,3
283,169,3
285,171,3
286,172,3
286,173,3
288,173,3
299,182,3
299,183,3
299,184,3
299,185,3
300,186,3
300,187,3
300,188,3
300,189,3
300,190,3
300,191,3
300,192,3
282,199,3
281,199,3
280,199,3
158,210,0
158,211,0
158,212,0
158,213,0
158,214,0
159,214,0
159,215,0
159,216,0
159,217,0
159,218,0
160,218,0
160,220,0
160,221,0
160,222,0
160,223,0
160,224,0
160,231,0
160,232,0
160,233,0
160,234,0
160,235,0
160,236,0
160,237,0
160,238,0
160,239,0
160,240,0
160,241,0
160,253,0
161,253,0
161,254,0
162,254,0
163,260,0
163,261,0
163,262,0
162,262,0
161,263,0
160,263,0
159,264,0
158,264,0
157,264,0
156,264,0
155,264,0
154,264,0
153,264,0
152,264,0
151,264,0
150,264,0
149,264,0
149,265,0
148,265,0
147,265,0
141,267,0
140,267,0
140,268,0
139,268,0
139,269,0
138,269,0
137,270,0
137,271,0
136,271,0
160,267,0
160,268,0
160,269,0
161,269,0
161,270,0
166,280,0
167,280,0
167,281,0
167,282,0
169,259,0
170,259,0
171,259,0
172,259,0
176,267,0
177,267,0
177,268,0
178,269,0
179,270,0
180,270,0
181,271,0
182,271,0
183,271,0
188,275,0
189,276,0
189,277,0
190,277,0
191,277,0
231,204,0
231,205,0
231,206,0
232,207,0
233,208,0
233,209,0
234,210,0
234,211,0
235,211,0
236,213,0
237,213,0
237,214,0
237,215,0
237,216,0
238,216,0
238,217,0
239,218,0
239,219,0
240,219,0
245,228,0
245,229,0
245,230,0
246,230,0
246,231,0
246,232,0
246,233,0
246,234,0
246,243,0
246,244,0
246,245,0
246,246,0
246,247,0
246,248,0
247,248,0
247,249,0
247,250,0
248,254,0
249,254,0
249,255,0
249,256,0
249,257,0
249,258,0
249,259,0
250,259,0
250,260,0
251,260,0
251,261,0
252,265,0
247,269,0
247,270,0
246,270,0
236,276,0
253,271,0
253,272,0
253,273,0
253,274,0
253,275,0
253,276,0
253,277,0
253,278,0
253,279,0
253,280,0
253,281,0
253,282,0
253,283,0
253,284,0
253,285,0
253,286,0
253,287,0
253,288,0
260,271,0
261,271,0
262,271,0
262,272,0
263,272,0
263,273,0
264,273,0
264,274,0
264,275,0
265,275,0
266,276,0
266,277,0
267,277,0
279,192,1
279,194,1
277,224,1
277,225,1
277,226,1
277,227,1
277,228,1
272,214,1
273,214,1
273,215,1
273,216,1
274,217,1
274,218,1
274,220,1
275,221,1
275,222,1
275,223,1
275,224,1
276,225,1
276,226,1
276,227,1
277,228,1
277,229,1
277,230,1
278,231,1
281,242,1
281,243,1
282,243,1
282,244,1
282,245,1
286,259,1
286,260,1
286,261,1
286,268,1
286,272,1
286,273,1
286,274,1
285,274,1
285,275,1
284,275,1
284,276,1
283,276,1
275,284,1
275,285,1
275,286,1
282,264,1
283,264,1
284,265,1
285,266,1
285,267,1
286,268,1
286,269,1
287,270,1
288,270,1
289,272,1
290,272,1
290,273,1
291,274,1
292,274,1
118,60,1
107,69,1
104,73,1
104,74,1
103,74,1
103,75,1
103,76,1
103,77,1
103,78,1
103,79,1
103,80,1
103,81,1
103,82,1
103,83,1
103,84,1
105,84,1
105,85,1
106,85,1
106,86,1
107,86,1
107,87,1
108,87,1
109,87,1
110,87,1
111,87,1
112,87,1
113,87,1
114,87,1
116,87,1
117,87,1
118,87,1
119,87,1
120,87,1
121,87,1
122,87,1
132,70,1
131,70,1
131,71,1
131,72,1
131,73,1
130,75,1
130,76,1
130,77,1
130,78,1
129,78,1
129,79,1
129,80,1
128,80,1
128,81,1
127,81,1
127,82,1
126,82,1
126,83,1
126,84,1
126,85,1
125,85,1
117,66,1
117,67,1
117,68,1
95,23,1
96,23,1
96,24,1
97,24,1
98,25,1
99,26,1
100,26,1
101,27,1
102,28,1
103,28,1
104,29,1
105,29,1
110,16,1
111,16,1
112,16,1
